10,0.25900,2.82104
20,0.11931,1.87052
30,0.07690,1.26646
40,0.05264,0.97200
50,0.03754,0.79828
60,0.02807,0.70676
70,0.02410,0.63395
80,0.02178,0.58214
90,0.01980,0.54819
100,0.01770,0.50226
110,0.01593,0.47421
120,0.01467,0.43075
130,0.01370,0.42322
140,0.01684,0.38825
150,0.01224,0.38521
160,0.01482,0.35809
170,0.01037,0.34896
180,0.01154,0.31490
190,0.01257,0.31532
200,0.01126,0.30575
210,0.01104,0.29600
220,0.01149,0.28611
230,0.01105,0.27755
240,0.01110,0.27149
250,0.01115,0.26396
260,0.01102,0.25744
270,0.01072,0.25273
280,0.01121,0.24663
290,0.01015,0.24237
300,0.01168,0.23684
310,0.00967,0.23361
320,0.01130,0.22923
330,0.00932,0.22664
340,0.02182,0.25738
350,0.01759,0.17602
360,0.01520,0.27513
370,0.01608,0.18377
380,0.01511,0.28693
390,0.01619,0.19979
400,0.02109,0.29300
410,0.01891,0.21012
420,0.02162,0.29532
430,0.01967,0.22030
440,0.02142,0.28867
450,0.01493,0.22351
460,0.01418,0.27579
470,0.01705,0.20523
480,0.01408,0.26903
490,0.01701,0.20428
500,0.01549,0.28143
510,0.01815,0.20784
520,0.01737,0.28657
530,0.01907,0.21115
540,0.01963,0.28913
550,0.01951,0.21543
560,0.02102,0.28432
570,0.01459,0.21529
580,0.01342,0.25747
590,0.01529,0.19841
600,0.01468,0.26316
610,0.01513,0.19966
620,0.01859,0.27631
630,0.01774,0.19913
640,0.02096,0.28197
650,0.01800,0.20648
660,0.02131,0.27924
670,0.01550,0.20645
680,0.01757,0.26891
690,0.01828,0.20067
700,0.02149,0.27756
710,0.01619,0.20260
720,0.01926,0.27071
730,0.01750,0.20023
740,0.02236,0.27381
750,0.01327,0.19631
760,0.01487,0.21745
770,0.02331,0.21109
780,0.02495,0.21801
790,0.03230,0.19219
800,0.01924,0.21641
810,0.03301,0.18190
820,0.02008,0.21138
830,0.03412,0.17979
840,0.02172,0.19993
850,0.03362,0.18937
860,0.02389,0.20321
870,0.03264,0.19385
880,0.01941,0.21720
890,0.03191,0.18247
900,0.01675,0.21988
910,0.02940,0.16505
920,0.01581,0.22903
930,0.02906,0.17799
940,0.01386,0.23332
950,0.02396,0.16329
960,0.01376,0.24515
970,0.01823,0.16567
980,0.01364,0.24720
990,0.01263,0.16178
1000,0.01743,0.24908
1010,0.01662,0.17014
1020,0.02066,0.26294
1030,0.01897,0.18355
1040,0.02188,0.26661
1050,0.01778,0.19252
1060,0.02038,0.26136
1070,0.01758,0.19358
1080,0.02136,0.25710
1090,0.01292,0.19116
1100,0.02415,0.22059
1110,0.01097,0.16402
1120,0.02557,0.24173
1130,0.01167,0.14525
1140,0.01768,0.23117
1150,0.01738,0.12866
1160,0.01506,0.23648
1170,0.01528,0.15396
1180,0.01935,0.25649
1190,0.01583,0.17718
1200,0.02356,0.25973
1210,0.01277,0.17383
1220,0.02371,0.22655
1230,0.01164,0.15988
1240,0.01725,0.24497
1250,0.01722,0.16592
1260,0.02196,0.25570
1270,0.01167,0.16033
1280,0.01172,0.22735
1290,0.01441,0.15222
1300,0.01502,0.24371
1310,0.01621,0.16409
1320,0.01622,0.24493
1330,0.01794,0.17191
1340,0.02052,0.25826
