10,0.67089,6.29786
20,0.11776,1.33626
30,0.08812,0.99398
40,0.07457,0.86792
50,0.06806,0.82122
60,0.06359,0.79936
70,0.06060,0.78594
80,0.05618,0.77095
90,0.05234,0.75542
100,0.05029,0.74567
110,0.05011,0.71077
120,0.04720,0.70161
130,0.04519,0.66858
140,0.04603,0.64317
150,0.04557,0.63110
160,0.04296,0.61674
170,0.04415,0.59397
180,0.04157,0.58017
190,0.04170,0.56264
200,0.04189,0.54591
210,0.03999,0.53292
220,0.03872,0.51414
230,0.03903,0.50081
240,0.03894,0.46938
250,0.03489,0.46013
260,0.04134,0.44185
270,0.03528,0.41367
280,0.03172,0.40554
290,0.03665,0.38969
300,0.03174,0.36788
310,0.02823,0.35997
320,0.03305,0.34671
330,0.02871,0.32530
340,0.02543,0.32672
350,0.03089,0.30736
360,0.02578,0.29175
370,0.02538,0.29026
380,0.02539,0.27613
390,0.02342,0.27353
400,0.02404,0.26109
410,0.02186,0.25768
420,0.02360,0.24799
430,0.02011,0.24280
440,0.04822,0.26011
450,0.03145,0.24236
460,0.03191,0.26033
470,0.03526,0.23406
480,0.03438,0.26654
490,0.03319,0.23136
500,0.03548,0.26632
510,0.03304,0.23067
520,0.03545,0.26532
530,0.03291,0.23007
540,0.03552,0.26437
550,0.03285,0.22939
560,0.03547,0.26386
570,0.03289,0.22862
580,0.03545,0.26352
590,0.03275,0.22775
600,0.03550,0.26337
610,0.03276,0.22712
620,0.03545,0.26308
630,0.03278,0.22646
640,0.03544,0.26284
650,0.03285,0.22589
660,0.03544,0.26259
670,0.03285,0.22523
680,0.03541,0.26236
690,0.03289,0.22469
700,0.03530,0.26190
710,0.03294,0.22409
720,0.03518,0.26113
730,0.03301,0.22350
740,0.03517,0.26100
750,0.03317,0.22297
760,0.03499,0.26001
770,0.03309,0.22225
780,0.03493,0.25928
790,0.03296,0.22146
800,0.03502,0.25897
810,0.03320,0.22099
820,0.03493,0.25847
830,0.03298,0.21990
840,0.03499,0.25801
850,0.03308,0.21938
860,0.03486,0.25724
870,0.03310,0.21825
880,0.03487,0.25674
890,0.03326,0.21752
900,0.03471,0.25577
910,0.03310,0.21659
920,0.03479,0.25507
930,0.03325,0.21596
940,0.03466,0.25406
950,0.03328,0.21543
960,0.03454,0.25306
970,0.03326,0.21481
980,0.03450,0.25218
990,0.03327,0.21424
1000,0.03448,0.25134
1010,0.03328,0.21367
1020,0.03442,0.25049
1030,0.03326,0.21302
1040,0.03438,0.24954
1050,0.03332,0.21222
1060,0.03422,0.24884
1070,0.03334,0.21142
1080,0.03413,0.24818
1090,0.03318,0.21065
1100,0.03414,0.24771
1110,0.03357,0.21029
1120,0.03429,0.24661
1130,0.03357,0.20981
1140,0.03422,0.24574
1150,0.03359,0.20941
1160,0.03421,0.24495
1170,0.03360,0.20919
1180,0.03419,0.24415
1190,0.03359,0.20901
1200,0.03416,0.24322
1210,0.03357,0.20862
1220,0.03425,0.24226
1230,0.03360,0.20858
1240,0.03425,0.24115
1250,0.03357,0.20835
1260,0.03423,0.24027
1270,0.03356,0.20802
1280,0.03417,0.23939
1290,0.03354,0.20769
1300,0.03413,0.23855
1310,0.03353,0.20737
1320,0.03410,0.23772
1330,0.03351,0.20703
1340,0.03407,0.23690
1350,0.03346,0.20665
1360,0.03400,0.23601
1370,0.03342,0.20626
1380,0.03399,0.23531
1390,0.03339,0.20600
1400,0.03393,0.23442
1410,0.03339,0.20582
1420,0.03386,0.23369
1430,0.03335,0.20541
1440,0.03381,0.23299
1450,0.03331,0.20505
1460,0.03376,0.23230
1470,0.03333,0.20473
1480,0.03345,0.23091
1490,0.03334,0.20472
1500,0.03349,0.23002
1510,0.03324,0.20437
1520,0.03330,0.22873
1530,0.03323,0.20424
1540,0.03326,0.22762
1550,0.03314,0.20400
1560,0.03323,0.22646
1570,0.03308,0.20378
1580,0.03319,0.22540
1590,0.03307,0.20355
1600,0.03308,0.22430
1610,0.03302,0.20325
1620,0.03297,0.22350
1630,0.03301,0.20325
1640,0.03291,0.22343
1650,0.03296,0.20332
1660,0.03284,0.22342
1670,0.03292,0.20320
1680,0.03276,0.22341
1690,0.03284,0.20312
1700,0.03268,0.22337
1710,0.03276,0.20297
1720,0.03262,0.22327
1730,0.03273,0.20286
1740,0.03254,0.22326
1750,0.03276,0.20270
1760,0.03242,0.22291
1770,0.03267,0.20223
1780,0.03215,0.22290
1790,0.03255,0.20222
1800,0.03205,0.22287
1810,0.03245,0.20217
1820,0.03226,0.22247
1830,0.03244,0.20182
1840,0.03193,0.22260
1850,0.03236,0.20166
1860,0.03194,0.22253
1870,0.03223,0.20155
1880,0.03189,0.22247
1890,0.03217,0.20131
1900,0.03177,0.22222
1910,0.03211,0.20123
1920,0.03175,0.22198
1930,0.03198,0.20111
1940,0.03166,0.22182
1950,0.03193,0.20094
1960,0.03160,0.22153
1970,0.03193,0.20073
1980,0.03152,0.22128
1990,0.03185,0.20041
2000,0.03147,0.22131
2010,0.03178,0.20011
2020,0.03138,0.22090
2030,0.03174,0.19974
2040,0.03128,0.22056
2050,0.03167,0.19932
2060,0.03117,0.22005
2070,0.03160,0.19882
2080,0.03105,0.21968
2090,0.03162,0.19852
2100,0.03094,0.21934
2110,0.03157,0.19806
2120,0.03086,0.21902
2130,0.03153,0.19755
2140,0.03080,0.21854
2150,0.03147,0.19704
2160,0.03068,0.21822
2170,0.03152,0.19674
2180,0.03056,0.21795
2190,0.03147,0.19638
2200,0.03047,0.21760
2210,0.03143,0.19596
2220,0.03036,0.21725
2230,0.03142,0.19563
2240,0.03018,0.21665
2250,0.03143,0.19525
2260,0.03009,0.21624
2270,0.03141,0.19481
2280,0.03000,0.21590
2290,0.03146,0.19448
2300,0.02996,0.21552
2310,0.03145,0.19407
2320,0.02988,0.21515
2330,0.03143,0.19373
2340,0.02979,0.21479
2350,0.03160,0.19386
2360,0.02971,0.21476
2370,0.03151,0.19385
2380,0.02967,0.21482
2390,0.03144,0.19386
2400,0.02963,0.21491
2410,0.03138,0.19384
2420,0.02959,0.21504
2430,0.03129,0.19375
2440,0.02956,0.21510
2450,0.03136,0.19379
2460,0.02964,0.21451
2470,0.03150,0.19392
2480,0.02986,0.21397
2490,0.03165,0.19385
2500,0.02988,0.21375
2510,0.03153,0.19380
2520,0.02989,0.21359
2530,0.03152,0.19362
2540,0.02986,0.21354
2550,0.03158,0.19359
2560,0.02980,0.21334
2570,0.03160,0.19340
2580,0.02977,0.21311
2590,0.03160,0.19335
2600,0.02973,0.21283
2610,0.03152,0.19295
2620,0.02953,0.21276
2630,0.03154,0.19238
2640,0.02941,0.21276
2650,0.03170,0.19191
2660,0.02937,0.21251
2670,0.03180,0.19168
2680,0.02928,0.21213
2690,0.03184,0.19137
2700,0.02925,0.21191
2710,0.03189,0.19078
2720,0.02917,0.21170
2730,0.03203,0.19080
2740,0.02922,0.21164
2750,0.03203,0.19065
2760,0.02922,0.21156
2770,0.03195,0.19066
2780,0.02921,0.21143
2790,0.03200,0.19040
2800,0.02921,0.21126
2810,0.03215,0.19014
2820,0.02914,0.21098
2830,0.03237,0.19017
2840,0.02899,0.21106
2850,0.03222,0.19013
2860,0.02904,0.21102
2870,0.03212,0.18991
2880,0.02906,0.21063
2890,0.03240,0.18980
2900,0.02891,0.21082
2910,0.03221,0.18979
2920,0.02895,0.21046
2930,0.03239,0.19001
2940,0.02884,0.21065
2950,0.03239,0.19017
2960,0.02886,0.21063
2970,0.03242,0.19022
2980,0.02882,0.21076
2990,0.03242,0.19030
